"","ID","Instrument.Serial.Num","Reading..","Date","Time","Method.Name","User.Factor.Name","Test.Label","Collimation.Status","Latitude","Longitude","Units","Mg.Compound","Mg.Compound.Level","Mg.Compound.Error","Mg.Concentration","Mg.Error1s","Al.Compound","Al.Compound.Level","Al.Compound.Error","Al.Concentration","Al.Error1s","Si.Compound","Si.Compound.Level","Si.Compound.Error","Si.Concentration","Si.Error1s","P.Compound","P.Compound.Level","P.Compound.Error","P.Concentration","P.Error1s","S.Compound","S.Compound.Level","S.Compound.Error","S.Concentration","S.Error1s","K.Compound","K.Compound.Level","K.Compound.Error","K.Concentration","K.Error1s","Ca.Compound","Ca.Compound.Level","Ca.Compound.Error","Ca.Concentration","Ca.Error1s","Ti.Compound","Ti.Compound.Level","Ti.Compound.Error","Ti.Concentration","Ti.Error1s","V.Compound","V.Compound.Level","V.Compound.Error","V.Concentration","V.Error1s","Cr.Compound","Cr.Compound.Level","Cr.Compound.Error","Cr.Concentration","Cr.Error1s","Mn.Compound","Mn.Compound.Level","Mn.Compound.Error","Mn.Concentration","Mn.Error1s","Fe.Compound","Fe.Compound.Level","Fe.Compound.Error","Fe.Concentration","Fe.Error1s","Co.Compound","Co.Compound.Level","Co.Compound.Error","Co.Concentration","Co.Error1s","Ni.Compound","Ni.Compound.Level","Ni.Compound.Error","Ni.Concentration","Ni.Error1s","Cu.Compound","Cu.Compound.Level","Cu.Compound.Error","Cu.Concentration","Cu.Error1s","Zn.Compound","Zn.Compound.Level","Zn.Compound.Error","Zn.Concentration","Zn.Error1s","As.Compound","As.Compound.Level","As.Compound.Error","As.Concentration","As.Error1s","Se.Compound","Se.Compound.Level","Se.Compound.Error","Se.Concentration","Se.Error1s","Rb.Compound","Rb.Compound.Level","Rb.Compound.Error","Rb.Concentration","Rb.Error1s","Sr.Compound","Sr.Compound.Level","Sr.Compound.Error","Sr.Concentration","Sr.Error1s","Y.Compound","Y.Compound.Level","Y.Compound.Error","Y.Concentration","Y.Error1s","Zr.Compound","Zr.Compound.Level","Zr.Compound.Error","Zr.Concentration","Zr.Error1s","Nb.Compound","Nb.Compound.Level","Nb.Compound.Error","Nb.Concentration","Nb.Error1s","Mo.Compound","Mo.Compound.Level","Mo.Compound.Error","Mo.Concentration","Mo.Error1s","Ag.Compound","Ag.Compound.Level","Ag.Compound.Error","Ag.Concentration","Ag.Error1s","Cd.Compound","Cd.Compound.Level","Cd.Compound.Error","Cd.Concentration","Cd.Error1s","Sn.Compound","Sn.Compound.Level","Sn.Compound.Error","Sn.Concentration","Sn.Error1s","Sb.Compound","Sb.Compound.Level","Sb.Compound.Error","Sb.Concentration","Sb.Error1s","W.Compound","W.Compound.Level","W.Compound.Error","W.Concentration","W.Error1s","Au.Compound","Au.Compound.Level","Au.Compound.Error","Au.Concentration","Au.Error1s","Hg.Compound","Hg.Compound.Level","Hg.Compound.Error","Hg.Concentration","Hg.Error1s","Pb.Compound","Pb.Compound.Level","Pb.Compound.Error","Pb.Concentration","Pb.Error1s","Bi.Compound","Bi.Compound.Level","Bi.Compound.Error","Bi.Concentration","Bi.Error1s","Th.Compound","Th.Compound.Level","Th.Compound.Error","Th.Concentration","Th.Error1s","U.Compound","U.Compound.Level","U.Compound.Error","U.Concentration","U.Error1s","LE.Compound","LE.Compound.Level","LE.Compound.Error","LE.Concentration","LE.Error1s","Notes","Operator","Project.No","Sample.ID","Sample.Type"
"421",369,800888,21,"2019-10-07","13:29:41","geoChem-Extra-CoFix",NA,21,"No",NA,NA,"PPM",NA,NA,NA,0,3585,NA,NA,NA,76907,667,NA,NA,NA,297228,817,NA,NA,NA,313,51,NA,NA,NA,0,62,NA,NA,NA,24297,85,NA,NA,NA,17460,62,NA,NA,NA,4666,99,NA,NA,NA,144,11,NA,NA,NA,0,20,NA,NA,NA,408,15,NA,NA,NA,26164,97,NA,NA,NA,154,22,NA,NA,NA,29,3,NA,NA,NA,57,3,NA,NA,NA,72,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,87,1,NA,NA,NA,519,3,NA,NA,NA,10,1,NA,NA,NA,207,2,NA,NA,NA,11,1,NA,NA,NA,4,1,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,36,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,6,NA,NA,NA,16,3,NA,NA,NA,0,3,NA,NA,NA,551230,1138,"Crscbt Lk","nhw","geo","geo10","Chip"
"422",369,800888,22,"2019-10-07","13:31:46","geoChem-Extra-CoFix",NA,22,"No",NA,NA,"PPM",NA,NA,NA,0,4130,NA,NA,NA,71562,701,NA,NA,NA,287412,863,NA,NA,NA,0,97,NA,NA,NA,0,70,NA,NA,NA,23524,90,NA,NA,NA,17754,67,NA,NA,NA,4677,106,NA,NA,NA,141,12,NA,NA,NA,0,21,NA,NA,NA,445,16,NA,NA,NA,25608,103,NA,NA,NA,183,23,NA,NA,NA,32,4,NA,NA,NA,50,3,NA,NA,NA,75,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,85,1,NA,NA,NA,515,3,NA,NA,NA,10,1,NA,NA,NA,206,2,NA,NA,NA,14,1,NA,NA,NA,6,1,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,21,NA,NA,NA,0,9,NA,NA,NA,0,40,NA,NA,NA,0,4,NA,NA,NA,14,1,NA,NA,NA,0,7,NA,NA,NA,24,3,NA,NA,NA,5,2,NA,NA,NA,567654,1206,"Crscbt Lk","nhw","geo","geo10","Chip"
"423",369,800888,23,"2019-10-07","13:33:53","geoChem-Extra-CoFix",NA,23,"No",NA,NA,"PPM",NA,NA,NA,0,2272,NA,NA,NA,100459,619,NA,NA,NA,389560,783,NA,NA,NA,0,57,NA,NA,NA,0,39,NA,NA,NA,25117,76,NA,NA,NA,17141,55,NA,NA,NA,4566,92,NA,NA,NA,132,11,NA,NA,NA,0,17,NA,NA,NA,419,14,NA,NA,NA,25201,82,NA,NA,NA,166,20,NA,NA,NA,27,3,NA,NA,NA,42,3,NA,NA,NA,66,2,NA,NA,NA,3,1,NA,NA,NA,0,1,NA,NA,NA,83,1,NA,NA,NA,511,2,NA,NA,NA,7,1,NA,NA,NA,203,2,NA,NA,NA,9,1,NA,NA,NA,0,2,NA,NA,NA,0,8,NA,NA,NA,0,9,NA,NA,NA,0,13,NA,NA,NA,0,17,NA,NA,NA,0,8,NA,NA,NA,0,34,NA,NA,NA,0,4,NA,NA,NA,13,1,NA,NA,NA,0,6,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,436275,1008,"Crscbt Lk s","nhw","geo","geo10","Chip"
"424",369,800888,24,"2019-10-07","13:38:20","geoChem-Extra-CoFix",NA,24,"No",NA,NA,"PPM",NA,NA,NA,0,3863,NA,NA,NA,84928,772,NA,NA,NA,226103,788,NA,NA,NA,2294,69,NA,NA,NA,0,72,NA,NA,NA,19922,84,NA,NA,NA,46159,148,NA,NA,NA,8743,136,NA,NA,NA,251,15,NA,NA,NA,0,25,NA,NA,NA,1230,26,NA,NA,NA,62592,221,NA,NA,NA,320,37,NA,NA,NA,0,5,NA,NA,NA,24,3,NA,NA,NA,107,3,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,81,1,NA,NA,NA,1362,6,NA,NA,NA,26,1,NA,NA,NA,167,2,NA,NA,NA,15,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,38,NA,NA,NA,0,4,NA,NA,NA,17,2,NA,NA,NA,0,7,NA,NA,NA,24,4,NA,NA,NA,0,4,NA,NA,NA,545629,1380,"Criss Ck","nhw","geo","geo11","Chip"
"425",369,800888,25,"2019-10-07","13:44:34","geoChem-Extra-CoFix",NA,25,"No",NA,NA,"PPM",NA,NA,NA,0,4369,NA,NA,NA,80712,809,NA,NA,NA,223596,836,NA,NA,NA,2146,73,NA,NA,NA,0,80,NA,NA,NA,19800,89,NA,NA,NA,46383,159,NA,NA,NA,8471,142,NA,NA,NA,236,15,NA,NA,NA,0,27,NA,NA,NA,1204,27,NA,NA,NA,60179,228,NA,NA,NA,247,38,NA,NA,NA,19,5,NA,NA,NA,22,3,NA,NA,NA,105,4,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,89,1,NA,NA,NA,1350,6,NA,NA,NA,24,1,NA,NA,NA,167,2,NA,NA,NA,14,1,NA,NA,NA,7,2,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,0,10,NA,NA,NA,0,43,NA,NA,NA,0,5,NA,NA,NA,18,2,NA,NA,NA,0,7,NA,NA,NA,29,4,NA,NA,NA,0,4,NA,NA,NA,555174,1459,"Criss Ck","nhw","geo","geo11","Chip"
"426",369,800888,26,"2019-10-07","13:49:12","geoChem-Extra-CoFix",NA,26,"No",NA,NA,"PPM",NA,NA,NA,0,5312,NA,NA,NA,77567,834,NA,NA,NA,214223,852,NA,NA,NA,2049,76,NA,NA,NA,0,89,NA,NA,NA,19271,92,NA,NA,NA,47334,171,NA,NA,NA,8376,146,NA,NA,NA,232,16,NA,NA,NA,0,27,NA,NA,NA,1179,27,NA,NA,NA,59523,238,NA,NA,NA,307,39,NA,NA,NA,17,5,NA,NA,NA,18,3,NA,NA,NA,103,4,NA,NA,NA,7,1,NA,NA,NA,0,1,NA,NA,NA,85,2,NA,NA,NA,1354,7,NA,NA,NA,26,1,NA,NA,NA,163,3,NA,NA,NA,15,1,NA,NA,NA,9,2,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,17,NA,NA,NA,0,21,NA,NA,NA,0,10,NA,NA,NA,0,41,NA,NA,NA,9,3,NA,NA,NA,14,2,NA,NA,NA,0,8,NA,NA,NA,35,5,NA,NA,NA,0,5,NA,NA,NA,568082,1508,"Criss Ck","nhw","geo","geo11","Chip"
"427",369,800888,27,"2019-10-07","14:17:55","geoChem-Extra-CoFix",NA,27,"No",NA,NA,"PPM",NA,NA,NA,0,5737,NA,NA,NA,60630,801,NA,NA,NA,263303,960,NA,NA,NA,0,129,NA,NA,NA,0,96,NA,NA,NA,30894,128,NA,NA,NA,16728,76,NA,NA,NA,3214,107,NA,NA,NA,146,14,NA,NA,NA,0,24,NA,NA,NA,450,19,NA,NA,NA,20555,103,NA,NA,NA,110,23,NA,NA,NA,16,4,NA,NA,NA,37,3,NA,NA,NA,61,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,141,2,NA,NA,NA,398,3,NA,NA,NA,14,1,NA,NA,NA,233,2,NA,NA,NA,16,1,NA,NA,NA,17,2,NA,NA,NA,0,11,NA,NA,NA,0,13,NA,NA,NA,0,19,NA,NA,NA,0,25,NA,NA,NA,0,11,NA,NA,NA,0,47,NA,NA,NA,0,5,NA,NA,NA,15,2,NA,NA,NA,0,8,NA,NA,NA,31,4,NA,NA,NA,6,2,NA,NA,NA,602981,1361,"BlackwaterGEO","nhw","geo","geo12","Chip"
"428",369,800888,28,"2019-10-07","14:22:41","geoChem-Extra-CoFix",NA,28,"No",NA,NA,"PPM",NA,NA,NA,0,3104,NA,NA,NA,85567,678,NA,NA,NA,337905,840,NA,NA,NA,0,76,NA,NA,NA,0,52,NA,NA,NA,32369,101,NA,NA,NA,15554,58,NA,NA,NA,3220,90,NA,NA,NA,152,11,NA,NA,NA,0,20,NA,NA,NA,410,15,NA,NA,NA,19747,79,NA,NA,NA,105,19,NA,NA,NA,12,3,NA,NA,NA,32,3,NA,NA,NA,56,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,134,1,NA,NA,NA,374,2,NA,NA,NA,12,1,NA,NA,NA,227,2,NA,NA,NA,7,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,20,NA,NA,NA,0,9,NA,NA,NA,0,39,NA,NA,NA,0,4,NA,NA,NA,15,1,NA,NA,NA,0,7,NA,NA,NA,17,3,NA,NA,NA,0,3,NA,NA,NA,504084,1124,"BlackwaterGEO","nhw","geo","geo12","Chip"
"429",369,800888,29,"2019-10-07","14:25:14","geoChem-Extra-CoFix",NA,29,"No",NA,NA,"PPM",NA,NA,NA,0,4378,NA,NA,NA,70487,756,NA,NA,NA,293537,927,NA,NA,NA,0,106,NA,NA,NA,0,77,NA,NA,NA,31301,117,NA,NA,NA,16100,68,NA,NA,NA,2871,97,NA,NA,NA,114,12,NA,NA,NA,0,22,NA,NA,NA,387,17,NA,NA,NA,19644,91,NA,NA,NA,96,22,NA,NA,NA,0,6,NA,NA,NA,22,3,NA,NA,NA,53,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,134,2,NA,NA,NA,377,2,NA,NA,NA,13,1,NA,NA,NA,228,2,NA,NA,NA,13,1,NA,NA,NA,10,1,NA,NA,NA,0,11,NA,NA,NA,0,12,NA,NA,NA,0,18,NA,NA,NA,0,23,NA,NA,NA,0,10,NA,NA,NA,0,44,NA,NA,NA,0,5,NA,NA,NA,17,2,NA,NA,NA,0,8,NA,NA,NA,30,3,NA,NA,NA,6,2,NA,NA,NA,564562,1280,"BlackwaterGEO","nhw","geo","geo12","Chip"
"430",369,800888,30,"2019-10-07","14:30:24","geoChem-Extra-CoFix",NA,30,"No",NA,NA,"PPM",NA,NA,NA,0,9163,NA,NA,NA,48715,885,NA,NA,NA,211334,992,NA,NA,NA,0,201,NA,NA,NA,0,150,NA,NA,NA,20937,115,NA,NA,NA,20301,101,NA,NA,NA,3675,123,NA,NA,NA,130,15,NA,NA,NA,0,27,NA,NA,NA,374,20,NA,NA,NA,24394,136,NA,NA,NA,145,28,NA,NA,NA,32,5,NA,NA,NA,66,4,NA,NA,NA,72,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,100,2,NA,NA,NA,471,3,NA,NA,NA,11,1,NA,NA,NA,179,2,NA,NA,NA,11,1,NA,NA,NA,21,2,NA,NA,NA,0,13,NA,NA,NA,0,15,NA,NA,NA,0,22,NA,NA,NA,0,28,NA,NA,NA,0,13,NA,NA,NA,6,2,NA,NA,NA,0,6,NA,NA,NA,15,2,NA,NA,NA,0,9,NA,NA,NA,40,4,NA,NA,NA,0,5,NA,NA,NA,668964,1479,"BVRnode2","nhw","geo","geo13","Chip"
"431",369,800888,31,"2019-10-07","14:34:58","geoChem-Extra-CoFix",NA,31,"No",NA,NA,"PPM",NA,NA,NA,0,12668,NA,NA,NA,30413,769,NA,NA,NA,194448,948,NA,NA,NA,2288,90,NA,NA,NA,807,52,NA,NA,NA,7080,64,NA,NA,NA,3800,39,NA,NA,NA,1382,87,NA,NA,NA,49,11,NA,NA,NA,0,25,NA,NA,NA,1560,31,NA,NA,NA,27459,145,NA,NA,NA,145,28,NA,NA,NA,24,5,NA,NA,NA,16,3,NA,NA,NA,84,3,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,20,1,NA,NA,NA,128,2,NA,NA,NA,34,1,NA,NA,NA,129,2,NA,NA,NA,12,1,NA,NA,NA,16,2,NA,NA,NA,0,12,NA,NA,NA,0,14,NA,NA,NA,0,20,NA,NA,NA,0,26,NA,NA,NA,0,12,NA,NA,NA,0,48,NA,NA,NA,0,5,NA,NA,NA,7,1,NA,NA,NA,0,8,NA,NA,NA,27,4,NA,NA,NA,0,4,NA,NA,NA,730065,1307,"ChocBar01","nhw","geo","geo14","Chip"
"432",369,800888,32,"2019-10-07","14:37:04","geoChem-Extra-CoFix",NA,32,"No",NA,NA,"PPM",NA,NA,NA,0,4480,NA,NA,NA,42682,571,NA,NA,NA,240155,752,NA,NA,NA,24833,144,NA,NA,NA,2854,40,NA,NA,NA,8379,48,NA,NA,NA,12547,50,NA,NA,NA,1596,71,NA,NA,NA,52,9,NA,NA,NA,0,19,NA,NA,NA,973,20,NA,NA,NA,26494,101,NA,NA,NA,124,21,NA,NA,NA,0,5,NA,NA,NA,15,2,NA,NA,NA,105,3,NA,NA,NA,9,1,NA,NA,NA,0,1,NA,NA,NA,21,1,NA,NA,NA,118,1,NA,NA,NA,32,1,NA,NA,NA,124,1,NA,NA,NA,6,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,19,NA,NA,NA,0,9,NA,NA,NA,0,36,NA,NA,NA,0,4,NA,NA,NA,7,1,NA,NA,NA,0,6,NA,NA,NA,0,5,NA,NA,NA,0,3,NA,NA,NA,638873,1062,"ChocBar01","nhw","geo","geo14","Chip"
"433",369,800888,33,"2019-10-07","14:39:00","geoChem-Extra-CoFix",NA,33,"No",NA,NA,"PPM",NA,NA,NA,0,7250,NA,NA,NA,34838,682,NA,NA,NA,287550,1062,NA,NA,NA,0,159,NA,NA,NA,0,128,NA,NA,NA,7495,61,NA,NA,NA,2262,34,NA,NA,NA,1447,85,NA,NA,NA,54,11,NA,NA,NA,0,23,NA,NA,NA,399,18,NA,NA,NA,23503,113,NA,NA,NA,169,25,NA,NA,NA,13,4,NA,NA,NA,16,3,NA,NA,NA,67,3,NA,NA,NA,5,1,NA,NA,NA,0,1,NA,NA,NA,19,1,NA,NA,NA,97,1,NA,NA,NA,28,1,NA,NA,NA,118,2,NA,NA,NA,11,1,NA,NA,NA,14,2,NA,NA,NA,0,11,NA,NA,NA,0,13,NA,NA,NA,0,19,NA,NA,NA,0,24,NA,NA,NA,0,11,NA,NA,NA,0,45,NA,NA,NA,0,5,NA,NA,NA,4,1,NA,NA,NA,0,7,NA,NA,NA,13,3,NA,NA,NA,0,4,NA,NA,NA,641877,1303,"ChocBar02","nhw","geo","geo15","Chip"
"434",369,800888,34,"2019-10-07","14:43:25","geoChem-Extra-CoFix",NA,34,"No",NA,NA,"PPM",NA,NA,NA,0,4438,NA,NA,NA,46795,587,NA,NA,NA,263866,811,NA,NA,NA,334,54,NA,NA,NA,0,77,NA,NA,NA,7539,46,NA,NA,NA,31231,97,NA,NA,NA,2881,85,NA,NA,NA,42,10,NA,NA,NA,40,13,NA,NA,NA,829,19,NA,NA,NA,26206,102,NA,NA,NA,86,22,NA,NA,NA,14,3,NA,NA,NA,16,2,NA,NA,NA,79,3,NA,NA,NA,8,1,NA,NA,NA,0,1,NA,NA,NA,17,1,NA,NA,NA,114,1,NA,NA,NA,35,1,NA,NA,NA,144,1,NA,NA,NA,8,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,10,NA,NA,NA,0,15,NA,NA,NA,0,20,NA,NA,NA,0,9,NA,NA,NA,0,37,NA,NA,NA,0,4,NA,NA,NA,6,1,NA,NA,NA,0,6,NA,NA,NA,9,3,NA,NA,NA,0,3,NA,NA,NA,619702,1107,"ChocBar02","nhw","geo","geo15","Chip"
"435",369,800888,35,"2019-10-07","14:46:45","geoChem-Extra-CoFix",NA,35,"No",NA,NA,"PPM",NA,NA,NA,0,4533,NA,NA,NA,69640,721,NA,NA,NA,276593,874,NA,NA,NA,0,110,NA,NA,NA,0,76,NA,NA,NA,22265,90,NA,NA,NA,20292,75,NA,NA,NA,3421,98,NA,NA,NA,120,12,NA,NA,NA,66,15,NA,NA,NA,258,14,NA,NA,NA,25281,105,NA,NA,NA,150,23,NA,NA,NA,26,4,NA,NA,NA,53,3,NA,NA,NA,61,2,NA,NA,NA,3,1,NA,NA,NA,0,1,NA,NA,NA,93,1,NA,NA,NA,472,3,NA,NA,NA,11,1,NA,NA,NA,172,2,NA,NA,NA,8,1,NA,NA,NA,6,1,NA,NA,NA,0,10,NA,NA,NA,0,11,NA,NA,NA,0,17,NA,NA,NA,0,21,NA,NA,NA,0,9,NA,NA,NA,0,40,NA,NA,NA,0,4,NA,NA,NA,12,1,NA,NA,NA,0,7,NA,NA,NA,20,3,NA,NA,NA,0,4,NA,NA,NA,580979,1233,"BVR tabular1","nhw","geo","geo16","Chip"
"436",369,800888,36,"2019-10-07","14:49:58","geoChem-Extra-CoFix",NA,36,"No",NA,NA,"PPM",NA,NA,NA,0,8291,NA,NA,NA,51365,875,NA,NA,NA,226411,1015,NA,NA,NA,0,192,NA,NA,NA,0,142,NA,NA,NA,20835,113,NA,NA,NA,19251,95,NA,NA,NA,3216,117,NA,NA,NA,107,14,NA,NA,NA,0,27,NA,NA,NA,213,17,NA,NA,NA,23072,127,NA,NA,NA,97,27,NA,NA,NA,29,5,NA,NA,NA,70,4,NA,NA,NA,64,3,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,89,2,NA,NA,NA,451,3,NA,NA,NA,12,1,NA,NA,NA,167,2,NA,NA,NA,13,1,NA,NA,NA,19,2,NA,NA,NA,0,13,NA,NA,NA,0,15,NA,NA,NA,0,21,NA,NA,NA,0,27,NA,NA,NA,0,12,NA,NA,NA,0,52,NA,NA,NA,0,5,NA,NA,NA,13,2,NA,NA,NA,0,9,NA,NA,NA,38,4,NA,NA,NA,0,5,NA,NA,NA,654471,1476,"BVR tabular1","nhw","geo","geo16","Chip"
"437",369,800888,37,"2019-10-07","14:52:58","geoChem-Extra-CoFix",NA,37,"No",NA,NA,"PPM",NA,NA,NA,0,3791,NA,NA,NA,77910,699,NA,NA,NA,296392,849,NA,NA,NA,0,91,NA,NA,NA,0,65,NA,NA,NA,22908,86,NA,NA,NA,22573,76,NA,NA,NA,3604,95,NA,NA,NA,133,12,NA,NA,NA,42,14,NA,NA,NA,318,15,NA,NA,NA,26091,101,NA,NA,NA,133,23,NA,NA,NA,18,3,NA,NA,NA,62,3,NA,NA,NA,72,3,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,83,1,NA,NA,NA,482,3,NA,NA,NA,10,1,NA,NA,NA,177,2,NA,NA,NA,8,1,NA,NA,NA,5,1,NA,NA,NA,0,9,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,0,9,NA,NA,NA,0,40,NA,NA,NA,0,4,NA,NA,NA,13,1,NA,NA,NA,0,7,NA,NA,NA,21,3,NA,NA,NA,0,4,NA,NA,NA,548944,1189,"BVR tabular2","nhw","geo","geo17","Chip"
"438",369,800888,38,"2019-10-07","14:55:59","geoChem-Extra-CoFix",NA,38,"No",NA,NA,"PPM",NA,NA,NA,0,6680,NA,NA,NA,59117,817,NA,NA,NA,243691,962,NA,NA,NA,0,153,NA,NA,NA,0,111,NA,NA,NA,21722,105,NA,NA,NA,22290,95,NA,NA,NA,3379,111,NA,NA,NA,129,14,NA,NA,NA,0,26,NA,NA,NA,314,17,NA,NA,NA,25403,125,NA,NA,NA,205,27,NA,NA,NA,24,4,NA,NA,NA,58,4,NA,NA,NA,76,3,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,105,2,NA,NA,NA,485,3,NA,NA,NA,13,1,NA,NA,NA,183,2,NA,NA,NA,13,1,NA,NA,NA,15,2,NA,NA,NA,0,12,NA,NA,NA,0,13,NA,NA,NA,0,20,NA,NA,NA,0,25,NA,NA,NA,0,11,NA,NA,NA,0,48,NA,NA,NA,0,5,NA,NA,NA,13,2,NA,NA,NA,0,8,NA,NA,NA,35,4,NA,NA,NA,0,4,NA,NA,NA,622727,1400,"BVR tabular2","nhw","geo","geo17","Chip"
"462",369,800888,1,"2019-10-08","13:01:52","geoChem-Extra-CoFix",NA,1,"No",NA,NA,"PPM",NA,NA,NA,0,3229,NA,NA,NA,84690,735,NA,NA,NA,330410,863,NA,NA,NA,0,76,NA,NA,NA,0,53,NA,NA,NA,32116,104,NA,NA,NA,16076,60,NA,NA,NA,3207,91,NA,NA,NA,129,11,NA,NA,NA,0,20,NA,NA,NA,383,15,NA,NA,NA,19435,80,NA,NA,NA,134,20,NA,NA,NA,0,5,NA,NA,NA,28,3,NA,NA,NA,56,2,NA,NA,NA,4,1,NA,NA,NA,0,1,NA,NA,NA,131,1,NA,NA,NA,373,2,NA,NA,NA,13,1,NA,NA,NA,227,2,NA,NA,NA,10,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,0,9,NA,NA,NA,0,38,NA,NA,NA,0,4,NA,NA,NA,13,1,NA,NA,NA,0,7,NA,NA,NA,18,3,NA,NA,NA,0,4,NA,NA,NA,512547,1157,"blackwater ref","nhw","geo","geo99","Chip"
"463",369,800888,2,"2019-10-08","13:03:50","geoChem-Extra-CoFix",NA,2,"No",NA,NA,"PPM",NA,NA,NA,0,8793,NA,NA,NA,53266,991,NA,NA,NA,234848,1078,NA,NA,NA,0,179,NA,NA,NA,0,140,NA,NA,NA,28704,146,NA,NA,NA,16060,88,NA,NA,NA,3099,122,NA,NA,NA,119,15,NA,NA,NA,0,29,NA,NA,NA,392,21,NA,NA,NA,18342,112,NA,NA,NA,113,25,NA,NA,NA,26,5,NA,NA,NA,36,4,NA,NA,NA,55,3,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,127,2,NA,NA,NA,377,3,NA,NA,NA,16,1,NA,NA,NA,226,3,NA,NA,NA,18,1,NA,NA,NA,24,2,NA,NA,NA,0,13,NA,NA,NA,0,15,NA,NA,NA,0,23,NA,NA,NA,0,29,NA,NA,NA,0,13,NA,NA,NA,0,55,NA,NA,NA,0,6,NA,NA,NA,17,2,NA,NA,NA,0,10,NA,NA,NA,47,4,NA,NA,NA,8,2,NA,NA,NA,644080,1560,"blackwater ref","nhw","geo","geo99","Chip"
"556",369,800888,13,"2019-10-10","16:31:16","geoChem-Extra-CoFix",NA,13,"No",NA,NA,"PPM",NA,NA,NA,0,3770,NA,NA,NA,75659,710,NA,NA,NA,303298,847,NA,NA,NA,0,88,NA,NA,NA,0,61,NA,NA,NA,29554,100,NA,NA,NA,15778,60,NA,NA,NA,3063,90,NA,NA,NA,126,11,NA,NA,NA,0,20,NA,NA,NA,426,16,NA,NA,NA,18268,78,NA,NA,NA,70,19,NA,NA,NA,17,3,NA,NA,NA,51,3,NA,NA,NA,62,2,NA,NA,NA,0,2,NA,NA,NA,0,1,NA,NA,NA,123,1,NA,NA,NA,432,2,NA,NA,NA,9,1,NA,NA,NA,197,2,NA,NA,NA,11,1,NA,NA,NA,0,2,NA,NA,NA,0,9,NA,NA,NA,0,11,NA,NA,NA,0,16,NA,NA,NA,0,20,NA,NA,NA,0,9,NA,NA,NA,0,40,NA,NA,NA,0,4,NA,NA,NA,17,1,NA,NA,NA,0,7,NA,NA,NA,18,3,NA,NA,NA,5,1,NA,NA,NA,552816,1156,"BVR cobble","nhw","geo","geo18","Chip"
